countries_and_territories,date,daily_confirmed_cases,daily_deaths,confirmed_cases,deaths,pop_data_2019
Czechia,2019-12-31,0,0,0,0,10649800
Germany,2019-12-31,0,0,0,0,83019213
Croatia,2019-12-31,0,0,0,0,4076246
Poland,2020-04-03,392,14,2946,57,37972812
Poland,2020-04-04,437,14,3383,71,37972812
Poland,2020-04-06,475,15,4102,94,37972812
Poland,2020-04-08,435,22,4848,129,37972812
Poland,2020-04-09,357,30,5205,159,37972812
Poland,2020-04-10,370,15,5575,174,37972812
Poland,2020-04-12,401,27,6356,208,37972812
Poland,2020-04-13,318,24,6674,232,37972812
Poland,2020-04-15,268,18,7202,263,37972812
Poland,2020-04-16,380,23,7582,286,37972812
Poland,2020-04-17,336,28,7918,314,37972812
Poland,2020-04-18,461,18,8379,332,37972812
Poland,2020-04-19,363,15,8742,347,37972812
Poland,2020-04-21,306,20,9593,380,37972812
Poland,2020-04-22,263,21,9856,401,37972812
Poland,2020-04-23,313,25,10169,426,37972812
Poland,2020-04-24,342,28,10511,454,37972812
Poland,2020-04-25,381,40,10892,494,37972812
Poland,2020-04-26,381,30,11273,524,37972812
Poland,2020-04-28,285,27,11902,562,37972812
Poland,2020-04-29,316,34,12218,596,37972812
Poland,2020-04-30,422,28,12640,624,37972812
Poland,2020-05-01,237,20,12877,644,37972812
Poland,2020-05-04,318,14,13693,678,37972812
Poland,2020-05-05,313,20,14006,698,37972812
Poland,2020-05-06,425,18,14431,716,37972812
Poland,2020-05-07,309,17,14740,733,37972812
Poland,2020-05-08,307,22,15047,755,37972812
Poland,2020-05-09,319,21,15366,776,37972812
Poland,2020-05-11,345,15,15996,800,37972812
Poland,2020-05-13,595,28,16921,839,37972812
Poland,2020-05-14,283,22,17204,861,37972812
Poland,2020-05-15,411,22,17615,883,37972812
Poland,2020-05-16,401,24,18016,907,37972812
Poland,2020-05-21,471,14,19739,962,37972812
Poland,2020-05-27,443,17,22074,1024,37972812
Poland,2020-06-03,230,18,24395,1092,37972812
Poland,2020-06-04,292,23,24687,1115,37972812
Poland,2020-06-06,371,20,25419,1137,37972812
Poland,2020-06-07,567,16,25986,1153,37972812
Poland,2020-06-10,400,17,27560,1183,37972812
Poland,2020-06-11,197,23,27757,1206,37972812
Poland,2020-06-14,440,15,29017,1237,37972812
Poland,2020-06-17,407,16,30195,1272,37972812
Poland,2020-06-18,506,14,30701,1286,37972812
Poland,2020-06-19,314,30,31015,1316,37972812
Poland,2020-06-20,301,18,31316,1334,37972812
Poland,2020-06-24,300,16,32527,1375,37972812
Poland,2020-06-25,294,21,32821,1396,37972812
Poland,2020-06-26,298,16,33119,1412,37972812
Poland,2020-06-27,276,17,33395,1429,37972812
Poland,2020-07-01,239,19,34393,1463,37972812
Poland,2020-07-02,382,14,34775,1477,37972812
Poland,2020-07-03,371,15,35146,1492,37972812
Poland,2020-07-04,259,15,35405,1507,37972812
Poland,2020-07-09,277,14,36689,1542,37972812
Poland,2020-07-31,615,15,45031,1709,37972812
Poland,2020-08-06,640,18,48789,1756,37972812
Poland,2020-08-07,726,18,49515,1774,37972812
Poland,2020-08-14,811,14,54487,1844,37972812
Poland,2020-08-15,832,14,55319,1858,37972812
Poland,2020-08-20,735,17,58611,1913,37972812
Poland,2020-08-26,763,17,63073,1977,37972812
Poland,2020-08-27,729,17,63802,1994,37972812
Poland,2020-08-28,887,16,64689,2010,37972812
Poland,2020-08-30,759,14,66239,2032,37972812
Poland,2020-09-02,550,19,67922,2058,37972812
Poland,2020-09-03,595,20,68517,2078,37972812
Poland,2020-09-04,612,14,69129,2092,37972812
Poland,2020-09-15,377,15,74529,2203,37972812
Poland,2020-09-16,605,24,75134,2227,37972812
Poland,2020-09-18,837,16,76571,2253,37972812
Poland,2020-09-19,757,17,77328,2270,37972812
Poland,2020-09-23,711,18,80699,2316,37972812
Poland,2020-09-24,974,28,81673,2344,37972812
Poland,2020-09-25,1136,25,82809,2369,37972812
Poland,2020-09-26,1587,23,84396,2392,37972812
Poland,2020-09-27,1584,32,85980,2424,37972812
Poland,2020-09-29,1306,15,88636,2447,37972812
Poland,2020-09-30,1326,36,89962,2483,37972812
Poland,2020-10-01,1552,30,91514,2513,37972812
Poland,2020-10-02,1967,30,93481,2543,37972812
Poland,2020-10-03,2292,27,95773,2570,37972812
Poland,2020-10-04,2367,34,98140,2604,37972812
Poland,2020-10-06,3940,55,102080,2659,37972812
Poland,2020-10-07,2236,58,104316,2717,37972812
Poland,2020-10-08,3003,75,107319,2792,37972812
Poland,2020-10-09,4280,75,111599,2867,37972812
Poland,2020-10-10,4739,52,116338,2919,37972812
Poland,2020-10-11,5300,53,121638,2972,37972812
Poland,2020-10-12,4178,32,125816,3004,37972812
Poland,2020-10-13,4394,35,130210,3039,37972812
Poland,2020-10-14,5068,62,135278,3101,37972812
Poland,2020-10-15,6526,116,141804,3217,37972812
Poland,2020-10-16,8099,91,149903,3308,37972812
Poland,2020-10-17,7705,132,157608,3440,37972812
Poland,2020-10-18,9622,84,167230,3524,37972812
Poland,2020-10-19,8536,49,175766,3573,37972812
Poland,2020-10-20,7482,41,183248,3614,37972812
Poland,2020-10-21,9291,107,192539,3721,37972812
Poland,2020-10-22,10040,130,202579,3851,37972812
Poland,2020-10-23,12107,168,214686,4019,37972812
Poland,2020-10-24,13632,153,228318,4172,37972812
Poland,2020-10-25,13628,179,241946,4351,37972812
Poland,2020-10-26,11742,87,253688,4438,37972812
Poland,2020-10-27,10241,45,263929,4483,37972812
Poland,2020-10-28,16300,132,280229,4615,37972812
Poland,2020-10-29,18820,236,299049,4851,37972812
Poland,2020-10-30,20156,298,319205,5149,37972812
Poland,2020-10-31,21629,202,340834,5351,37972812
Poland,2020-11-01,21897,280,362731,5631,37972812
Poland,2020-11-02,17171,152,379902,5783,37972812
Poland,2020-11-03,15578,92,395480,5875,37972812
Poland,2020-11-04,19364,227,414844,6102,37972812
Poland,2020-11-05,24692,373,439536,6475,37972812
Poland,2020-11-06,27143,367,466679,6842,37972812
Poland,2020-11-07,27086,445,493765,7287,37972812
Poland,2020-11-08,27875,349,521640,7636,37972812
Poland,2020-11-09,24785,236,546425,7872,37972812
Poland,2020-11-10,21713,173,568138,8045,37972812
Poland,2020-11-11,25454,330,593592,8375,37972812
Poland,2020-11-12,25221,430,618813,8805,37972812
Poland,2020-11-13,22683,275,641496,9080,37972812
Poland,2020-11-14,24051,419,665547,9499,37972812
Poland,2020-11-15,25571,546,691118,10045,37972812
Poland,2020-11-16,21854,303,712972,10348,37972812
Poland,2020-11-17,20816,143,733788,10491,37972812
Poland,2020-11-18,19152,357,752940,10848,37972812
Poland,2020-11-19,19883,603,772823,11451,37972812
Poland,2020-11-20,23975,637,796798,12088,37972812
Poland,2020-11-21,22464,626,819262,12714,37972812
Poland,2020-11-22,24213,574,843475,13288,37972812
Poland,2020-11-23,17856,330,861331,13618,37972812
Poland,2020-11-24,15002,156,876333,13774,37972812
Poland,2020-11-25,32733,540,909066,14314,37972812
Poland,2020-11-26,15356,674,924422,14988,37972812
Poland,2020-11-27,16690,580,941112,15568,37972812
Poland,2020-11-28,17304,579,958416,16147,37972812
Poland,2020-11-29,15177,599,973593,16746,37972812
Poland,2020-11-30,11482,283,985075,17029,37972812
Poland,2020-12-01,5736,121,990811,17150,37972812
Poland,2020-12-02,9113,449,999924,17599,37972812
Poland,2020-12-03,13823,609,1013747,18208,37972812
Poland,2020-12-04,14863,620,1028610,18828,37972812
Poland,2020-12-05,13236,531,1041846,19359,37972812
Poland,2020-12-06,12427,502,1054273,19861,37972812
Poland,2020-12-07,9176,228,1063449,20089,37972812
Poland,2020-12-08,4421,92,1067870,20181,37972812
Poland,2020-12-09,8310,411,1076180,20592,37972812
Poland,2020-12-10,12166,568,1088346,21160,37972812
Poland,2020-12-11,13750,470,1102096,21630,37972812
Poland,2020-12-12,13105,544,1115201,22174,37972812
Poland,2020-12-13,11499,502,1126700,22676,37972812
Poland,2020-12-14,8976,188,1135676,22864,37972812
Poland,2020-03-04,1,0,1,0,37972812
Poland,2020-03-07,4,0,5,0,37972812
Poland,2020-03-08,1,0,6,0,37972812
Poland,2020-03-09,5,0,11,0,37972812
Poland,2020-03-10,6,0,17,0,37972812
Poland,2020-03-11,5,0,22,0,37972812
Poland,2020-03-12,9,0,31,0,37972812
Poland,2020-03-16,21,0,125,3,37972812
Poland,2020-03-19,49,0,287,5,37972812
Poland,2020-03-20,68,0,355,5,37972812
Poland,2020-03-21,70,0,425,5,37972812
Poland,2020-03-22,111,0,536,5,37972812
Poland,2020-03-28,168,0,1389,16,37972812
Poland,2020-10-05,0,0,98140,2604,37972812
Poland,2020-03-13,18,1,49,1,37972812
Poland,2020-03-14,19,1,68,2,37972812
Poland,2020-03-15,36,1,104,3,37972812
Poland,2020-03-17,52,1,177,4,37972812
Poland,2020-03-18,61,1,238,5,37972812
Poland,2020-03-24,115,1,749,8,37972812
Poland,2020-08-04,575,1,47469,1732,37972812
Poland,2020-08-31,631,1,66870,2033,37972812
Poland,2020-03-23,98,2,634,7,37972812
Poland,2020-03-25,152,2,901,10,37972812
Poland,2020-03-27,170,2,1221,16,37972812
Poland,2020-03-29,249,2,1638,18,37972812
Poland,2020-04-01,256,2,2311,33,37972812
Poland,2020-06-05,361,2,25048,1117,37972812
Poland,2020-08-11,619,2,52410,1809,37972812
Poland,2020-05-25,395,3,21326,996,37972812
Poland,2020-06-01,215,3,23786,1064,37972812
Poland,2020-06-23,296,3,32227,1359,37972812
Poland,2020-06-29,193,3,33907,1438,37972812
Poland,2020-07-13,370,3,37891,1571,37972812
Poland,2020-07-21,279,3,40383,1627,37972812
Poland,2020-03-26,150,4,1051,14,37972812
Poland,2020-03-30,224,4,1862,22,37972812
Poland,2020-05-28,399,4,22473,1028,37972812
Poland,2020-06-08,575,4,26561,1157,37972812
Poland,2020-07-07,205,4,36155,1521,37972812
Poland,2020-07-25,458,4,42038,1655,37972812
Poland,2020-08-24,581,4,61762,1955,37972812
Poland,2020-09-08,302,4,71126,2124,37972812
Poland,2020-07-05,314,5,35719,1512,37972812
Poland,2020-07-06,231,5,35950,1517,37972812
Poland,2020-07-14,299,5,38190,1576,37972812
Poland,2020-07-28,337,5,43402,1676,37972812
Poland,2020-08-02,658,5,46346,1721,37972812
Poland,2020-08-25,548,5,62310,1960,37972812
Poland,2020-09-22,748,5,79988,2298,37972812
Poland,2020-06-28,319,6,33714,1435,37972812
Poland,2020-06-30,247,6,34154,1444,37972812
Poland,2020-07-12,305,6,37521,1568,37972812
Poland,2020-07-16,323,6,38780,1594,37972812
Poland,2020-07-19,339,6,39746,1618,37972812
Poland,2020-07-20,358,6,40104,1624,37972812
Poland,2020-07-23,380,6,41162,1642,37972812
Poland,2020-07-29,502,6,43904,1682,37972812
Poland,2020-08-05,680,6,48149,1738,37972812
Poland,2020-09-01,502,6,67372,2039,37972812
Poland,2020-09-14,502,6,74152,2188,37972812
Poland,2020-04-11,380,7,5955,181,37972812
Poland,2020-05-02,228,7,13105,651,37972812
Poland,2020-06-13,376,7,28577,1222,37972812
Poland,2020-07-08,257,7,36412,1528,37972812
Poland,2020-07-18,353,7,39407,1612,37972812
Poland,2020-07-27,443,7,43065,1671,37972812
Poland,2020-08-01,657,7,45688,1716,37972812
Poland,2020-08-10,624,7,51791,1807,37972812
Poland,2020-09-07,437,7,70824,2120,37972812
Poland,2020-04-05,244,8,3627,79,37972812
Poland,2020-05-17,241,8,18257,915,37972812
Poland,2020-08-17,594,8,56684,1877,37972812
Poland,2020-08-18,595,8,57279,1885,37972812
Poland,2020-08-29,791,8,65480,2018,37972812
Poland,2020-09-05,691,8,69820,2100,37972812
Poland,2020-09-28,1350,8,87330,2432,37972812
Poland,2020-03-31,193,9,2055,31,37972812
Poland,2020-05-10,285,9,15651,785,37972812
Poland,2020-06-09,599,9,27160,1166,37972812
Poland,2020-06-12,444,9,28201,1215,37972812
Poland,2020-06-16,396,9,29788,1256,37972812
Poland,2020-07-10,262,9,36951,1551,37972812
Poland,2020-07-22,399,9,40782,1636,37972812
Poland,2020-07-24,418,9,41580,1651,37972812
Poland,2020-07-26,584,9,42622,1664,37972812
Poland,2020-08-13,715,9,53676,1830,37972812
Poland,2020-04-02,243,10,2554,43,37972812
Poland,2020-05-18,272,10,18529,925,37972812
Poland,2020-05-22,404,10,20143,972,37972812
Poland,2020-05-23,476,10,20619,982,37972812
Poland,2020-05-29,352,10,22825,1038,37972812
Poland,2020-05-31,416,10,23571,1061,37972812
Poland,2020-06-02,379,10,24165,1074,37972812
Poland,2020-06-15,375,10,29392,1247,37972812
Poland,2020-06-22,311,10,31931,1356,37972812
Poland,2020-08-03,548,10,46894,1731,37972812
Poland,2020-09-12,594,10,73047,2169,37972812
Poland,2020-09-17,600,10,75734,2237,37972812
Poland,2020-04-27,344,11,11617,535,37972812
Poland,2020-05-12,330,11,16326,811,37972812
Poland,2020-05-19,356,11,18885,936,37972812
Poland,2020-05-24,312,11,20931,993,37972812
Poland,2020-05-26,305,11,21631,1007,37972812
Poland,2020-07-11,265,11,37216,1562,37972812
Poland,2020-07-17,274,11,39054,1605,37972812
Poland,2020-08-16,771,11,56090,1869,37972812
Poland,2020-08-19,597,11,57876,1896,37972812
Poland,2020-09-10,421,11,71947,2147,37972812
Poland,2020-09-21,910,11,79240,2293,37972812
Poland,2020-05-20,383,12,19268,948,37972812
Poland,2020-06-21,304,12,31620,1346,37972812
Poland,2020-07-15,267,12,38457,1588,37972812
Poland,2020-07-30,512,12,44416,1694,37972812
Poland,2020-08-12,551,12,52961,1821,37972812
Poland,2020-08-21,767,12,59378,1925,37972812
Poland,2020-09-09,400,12,71526,2136,37972812
Poland,2020-09-11,506,12,72453,2159,37972812
Poland,2020-09-20,1002,12,78330,2282,37972812
Poland,2020-04-07,311,13,4413,107,37972812
Poland,2020-04-14,260,13,6934,245,37972812
Poland,2020-04-20,545,13,9287,360,37972812
Poland,2020-05-03,270,13,13375,664,37972812
Poland,2020-05-30,330,13,23155,1051,37972812
Poland,2020-08-08,809,13,50324,1787,37972812
Poland,2020-08-09,843,13,51167,1800,37972812
Poland,2020-08-22,903,13,60281,1938,37972812
Poland,2020-08-23,900,13,61181,1951,37972812
Poland,2020-09-06,567,13,70387,2113,37972812
Poland,2020-09-13,603,13,73650,2182,37972812
Czechia,2020-04-15,82,18,6141,161,10649800
Czechia,2020-07-05,121,-1,12440,351,10649800
Czechia,2020-07-06,75,-3,12515,348,10649800
Czechia,2020-09-22,1524,19,50764,522,10649800
Czechia,2020-09-24,2306,24,55464,555,10649800
Czechia,2020-09-26,2944,14,61318,581,10649800
Czechia,2020-09-28,1303,15,64597,606,10649800
Czechia,2020-09-30,1960,18,67843,636,10649800
Czechia,2020-10-01,1076,19,68919,655,10649800
Czechia,2020-10-02,5336,23,74255,678,10649800
Czechia,2020-10-03,3796,21,78051,699,10649800
Czechia,2020-10-05,1841,16,82446,727,10649800
Czechia,2020-10-06,3120,31,85566,758,10649800
Czechia,2020-10-07,4456,36,90022,794,10649800
Czechia,2020-10-08,5338,35,95360,829,10649800
Czechia,2020-10-09,5397,40,100757,869,10649800
Czechia,2020-10-10,8617,36,109374,905,10649800
Czechia,2020-10-11,4633,90,114007,995,10649800
Czechia,2020-10-12,3103,39,117110,1034,10649800
Czechia,2020-10-13,4311,17,121421,1051,10649800
Czechia,2020-10-14,8326,55,129747,1106,10649800
Czechia,2020-10-15,9543,66,139290,1172,10649800
Czechia,2020-10-16,9720,58,149010,1230,10649800
Czechia,2020-10-17,11102,53,160112,1283,10649800
Czechia,2020-10-18,8715,69,168827,1352,10649800
Czechia,2020-10-19,5058,70,173885,1422,10649800
Czechia,2020-10-20,8077,91,181962,1513,10649800
Czechia,2020-10-21,11984,106,193946,1619,10649800
Czechia,2020-10-22,14969,120,208915,1739,10649800
Czechia,2020-10-23,14150,106,223065,1845,10649800
Czechia,2020-10-24,15258,126,238323,1971,10649800
Czechia,2020-10-25,12474,106,250797,2077,10649800
Czechia,2020-10-26,7300,124,258097,2201,10649800
Czechia,2020-10-27,10273,164,268370,2365,10649800
Czechia,2020-10-28,15663,182,284033,2547,10649800
Czechia,2020-10-29,12980,128,297013,2675,10649800
Czechia,2020-10-30,13055,187,310068,2862,10649800
Czechia,2020-10-31,13605,216,323673,3078,10649800
Czechia,2020-11-01,11429,173,335102,3251,10649800
Czechia,2020-11-02,6542,178,341644,3429,10649800
Czechia,2020-11-03,9252,225,350896,3654,10649800
Czechia,2020-11-04,12089,259,362985,3913,10649800
Czechia,2020-11-05,15731,220,378716,4133,10649800
Czechia,2020-11-06,13229,197,391945,4330,10649800
Czechia,2020-11-07,11552,196,403497,4526,10649800
Czechia,2020-11-08,7723,155,411220,4681,10649800
Czechia,2020-11-09,3608,177,414828,4858,10649800
Czechia,2020-11-10,6047,216,420875,5074,10649800
Czechia,2020-11-11,9005,249,429880,5323,10649800
Czechia,2020-11-12,8925,247,438805,5570,10649800
Czechia,2020-11-13,7870,185,446675,5755,10649800
Czechia,2020-11-14,7355,171,454030,5926,10649800
Czechia,2020-11-15,4199,132,458229,6058,10649800
Czechia,2020-11-16,1887,150,460116,6208,10649800
Czechia,2020-11-17,5407,208,465523,6416,10649800
Czechia,2020-11-18,4246,142,469769,6558,10649800
Czechia,2020-11-19,5515,182,475284,6740,10649800
Czechia,2020-11-20,6471,134,481755,6874,10649800
Czechia,2020-11-21,5808,147,487563,7021,10649800
Czechia,2020-11-22,3187,74,490750,7095,10649800
Czechia,2020-11-23,1513,101,492263,7196,10649800
Czechia,2020-11-24,4375,164,496638,7360,10649800
Czechia,2020-11-25,5896,139,502534,7499,10649800
Czechia,2020-11-26,2681,112,505215,7611,10649800
Czechia,2020-11-27,6305,168,511520,7779,10649800
Czechia,2020-11-28,4464,188,515984,7967,10649800
Czechia,2020-11-29,2665,87,518649,8054,10649800
Czechia,2020-11-30,1074,84,519723,8138,10649800
Czechia,2020-12-01,3575,157,523298,8295,10649800
Czechia,2020-12-02,5176,112,528474,8407,10649800
Czechia,2020-12-03,4568,108,533042,8515,10649800
Czechia,2020-12-04,4621,126,537663,8641,10649800
Czechia,2020-12-05,4743,97,542406,8738,10649800
Czechia,2020-12-06,1773,77,544179,8815,10649800
Czechia,2020-12-07,2654,87,546833,8902,10649800
Czechia,2020-12-08,4237,134,551070,9036,10649800
Czechia,2020-12-09,5857,100,556927,9136,10649800
Czechia,2020-12-10,6406,90,563333,9226,10649800
Czechia,2020-12-11,5872,115,569205,9341,10649800
Czechia,2020-12-12,6217,109,575422,9450,10649800
Czechia,2020-12-13,3657,85,579079,9535,10649800
Czechia,2020-12-14,2000,74,581079,9609,10649800
Czechia,2020-01-01,0,0,0,0,10649800
Czechia,2020-01-02,0,0,0,0,10649800
Czechia,2020-01-03,0,0,0,0,10649800
Czechia,2020-01-04,0,0,0,0,10649800
Czechia,2020-01-05,0,0,0,0,10649800
Czechia,2020-01-06,0,0,0,0,10649800
Czechia,2020-01-07,0,0,0,0,10649800
Czechia,2020-01-08,0,0,0,0,10649800
Czechia,2020-01-09,0,0,0,0,10649800
Czechia,2020-01-10,0,0,0,0,10649800
Czechia,2020-01-11,0,0,0,0,10649800
Czechia,2020-01-12,0,0,0,0,10649800
Czechia,2020-01-13,0,0,0,0,10649800
Czechia,2020-01-14,0,0,0,0,10649800
Czechia,2020-01-15,0,0,0,0,10649800
Czechia,2020-01-16,0,0,0,0,10649800
Czechia,2020-01-17,0,0,0,0,10649800
Czechia,2020-01-18,0,0,0,0,10649800
Czechia,2020-01-19,0,0,0,0,10649800
Czechia,2020-01-20,0,0,0,0,10649800
Czechia,2020-01-21,0,0,0,0,10649800
Czechia,2020-01-22,0,0,0,0,10649800
Czechia,2020-01-23,0,0,0,0,10649800
Czechia,2020-01-24,0,0,0,0,10649800
Czechia,2020-01-25,0,0,0,0,10649800
Czechia,2020-01-26,0,0,0,0,10649800
Czechia,2020-01-27,0,0,0,0,10649800
Czechia,2020-01-28,0,0,0,0,10649800
Czechia,2020-01-29,0,0,0,0,10649800
Czechia,2020-01-30,0,0,0,0,10649800
Czechia,2020-01-31,0,0,0,0,10649800
Czechia,2020-02-01,0,0,0,0,10649800
Czechia,2020-02-02,0,0,0,0,10649800
Czechia,2020-02-03,0,0,0,0,10649800
Czechia,2020-02-04,0,0,0,0,10649800
Czechia,2020-02-05,0,0,0,0,10649800
Czechia,2020-02-06,0,0,0,0,10649800
Czechia,2020-02-07,0,0,0,0,10649800
Czechia,2020-02-08,0,0,0,0,10649800
Czechia,2020-02-09,0,0,0,0,10649800
Czechia,2020-02-10,0,0,0,0,10649800
Czechia,2020-02-11,0,0,0,0,10649800
Czechia,2020-02-12,0,0,0,0,10649800
Czechia,2020-02-13,0,0,0,0,10649800
Czechia,2020-02-14,0,0,0,0,10649800
Czechia,2020-02-15,0,0,0,0,10649800
Czechia,2020-02-16,0,0,0,0,10649800
Czechia,2020-02-17,0,0,0,0,10649800
Czechia,2020-02-18,0,0,0,0,10649800
Czechia,2020-02-19,0,0,0,0,10649800
Czechia,2020-02-20,0,0,0,0,10649800
Czechia,2020-02-21,0,0,0,0,10649800
Czechia,2020-02-22,0,0,0,0,10649800
Czechia,2020-02-23,0,0,0,0,10649800
Czechia,2020-02-24,0,0,0,0,10649800
Czechia,2020-02-25,0,0,0,0,10649800
Czechia,2020-02-26,0,0,0,0,10649800
Czechia,2020-02-27,0,0,0,0,10649800
Czechia,2020-02-28,0,0,0,0,10649800
Czechia,2020-02-29,0,0,0,0,10649800
Czechia,2020-03-01,0,0,0,0,10649800
Czechia,2020-03-02,3,0,3,0,10649800
Czechia,2020-03-03,2,0,5,0,10649800
Czechia,2020-03-04,0,0,5,0,10649800
Czechia,2020-03-05,3,0,8,0,10649800
